row,url,address,name,latitude,longitude,food
69,https://www.zomato.com/indore/shri-gurukripa-restorent-hig-lig,"7-8, Subhash Nagar Square, Pardeshipura , Indore",Shri Gurukripa Restorent,22.76745,75.89662,Thali
70,https://www.zomato.com/indore/koffee-king-press-complex,"Shopping Complex, A.B. Road, Press Complex, Indore",Koffee King,23.23707,77.43307,
71,https://www.zomato.com/indore/spicy-tadka-vijay-nagar,"LG 14, Royal Platinum Building, Opposite Prestige College, Vijay Nagar, Indore",Spicy Tadka,-49.20289,-73.06957,
72,https://www.zomato.com/indore/noors-kitchen-vijay-nagar,"Shop 16, Shekhar Planet, Near Reliance Fresh, Vijay Nagar, Indore",Noor's Kitchen,10.999153,106.656863,"Mutton Biryani,Chicken Tikka Biryani,Butter Chicken,Chicken Roll,Dal Makhani,Naan,Rolls"
73,https://www.zomato.com/indore/pakka-south-vijay-nagar,"165/A, Tulsi Nagar, Vijay Nagar, Indore",Pakka South,22.75943,75.88601,
74,https://www.zomato.com/indore/oiya-new-palasia,"DM Tower, 56 Dukan, Near Janjeerwala Square, New Palasia, Indore",Oiya,22.705243,75.864121,"Burgers,Maggi,Cold Coffee,Peri Peri Fries,Sandwich,Hot Chocolate,Kullad Chai"
75,https://www.zomato.com/indore/food-monk-vijay-nagar,"Shop 3, GG 25, Scheme 54, Vijay Nagar, Indore",Food Monk,22.76838,75.8925,
76,https://www.zomato.com/indore/picasso-2-yn-road,"18/2, Yashwant Niwas Road, Indore",Picasso,22.72307,75.87415,
77,https://www.zomato.com/indore/tummy-fillers-by-pass-road-north,"83A, Vaibhav Nagar, Kanadia Road, Near Ram Mandir, By Pass Road (North), Indore",Tummy Filler's,12.98458,77.55502,
78,https://www.zomato.com/indore/foobae-old-palasia,"74, Patrakar Colony, Saket, Old Palasia, Indore",Foobae,22.72544,75.89487,"Waffles,Nachos,Wedges,Burgers,Iced Tea,French Fries,Bubble Waffle"
79,https://www.zomato.com/indore/good-luck-restaurant-bar-yn-road,"Malwa Mill Square, YN Road, Indore",Good Luck Restaurant & Bar,39.42707,-77.37009,
80,https://www.zomato.com/indore/dairy-don-vijay-nagar,"G1, Scheme 54, Ground Floor, Giriraj Grand 64-65, Near Satya Sai School, Vijay Nagar, Indore",Dairy Don,19.106946,72.921762,"Sandwich,Waffles,Thick Shakes"
81,https://www.zomato.com/indore/punjabi-delight-vijay-nagar,"533, Sector C, Scheme 136, Near Kabit Kheri, Vijay Nagar, Indore",Punjabi Delight,22.599299,88.414568,
82,https://www.zomato.com/indore/udta-punjab-vijay-nagar,Delivery Only,Udta Punjab,43.634701,-73.851112,
83,https://www.zomato.com/indore/the-second-wife-hig-lig,"4/1, Radhika Kunj, LIG Link Road, HIG-LIG, Indore",The Second Wife,22.73954,75.88105,
84,https://www.zomato.com/indore/mustang-hotel-somdeep-palace-vijay-nagar,"Hotel Somdeep Palace, MR 10, Vijay Nagar, Indore",Mustang - Hotel Somdeep Palace,22.759979,75.886299,"Mocktails,Cocktails,Wine,Tikka"
85,https://www.zomato.com/indore/mcdonalds-2-vijay-nagar,"Ground Floor, Mangal City Mall, AB Road, Vijay Nagar, Indore",McDonald's,22.76673,75.90041,"Burgers,Fries,Aloo Tikki,Coke Float,Coffee"
86,https://www.zomato.com/indore/new-students-mess-hig-lig,"C-16, HIG Colony, Behind City Heart Restaurant, HIG-LIG, Indore",New Students Mess,0,12,
87,https://www.zomato.com/indore/koc-vijay-nagar,"378/A, Mahalaxmi Nagar, Vijay Nagar, Indore",KOC,0,12,
88,https://www.zomato.com/indore/combo-junction-new-palasia,"Lower Ground 5, Vidhyapati, Race Course Road, New Palasia, Indore",Combo Junction,0,12,
86,https://www.zomato.com/indore/new-students-mess-hig-lig,"C-16, HIG Colony, Behind City Heart Restaurant, HIG-LIG, Indore",New Students Mess,0,0,"Sandwich,Cone Pizza,Maggi,Fries,Blueberry Smoothie,Baked Nacho,Kit Kat Shake"
87,https://www.zomato.com/indore/koc-vijay-nagar,"378/A, Mahalaxmi Nagar, Vijay Nagar, Indore",KOC,22.75943,75.88601,
88,https://www.zomato.com/indore/combo-junction-new-palasia,"Lower Ground 5, Vidhyapati, Race Course Road, New Palasia, Indore",Combo Junction,10.36315,77.987183,"Pizza Dosa,Peri Peri Sizzler,Momos,Corn Dosa,Pasta,Jini Dosa,Chinese Sizzlers"
89,https://www.zomato.com/indore/cafe-kono-new-palasia,"1/6, Upper Ground, Western Business Center, New Palasia, Indore",Cafe Kono,42.33982,-83.12364,
90,https://www.zomato.com/indore/cafe-pubg-vijay-nagar,"GF 37, Near Krishna Dudh Dairy, Vijay Nagar, Indore",Cafe PUBG,22.752373,75.891541,Dj
91,https://www.zomato.com/indore/sigdi-sizzler-south-indian-vijay-nagar,"65, Scheme 78, Part 2, Vijay Nagar, Indore",Sigdi - Sizzler & South Indian,22.76063,75.88648,"Mocktails,Nachos,Pasta,Sangria,Shawarma,Coffee,Pita Bread"
92,https://www.zomato.com/indore/shree-goyal-juice-center-new-palasia,"594, MG Road, New Palasia, Indore",Shree Goyal Juice Center,22.71916,75.85195,
93,https://www.zomato.com/indore/the-cliff-restaurant-bar-vijay-nagar,"Plot 57, PU-4, Behind C 21 Mall, Vijay Nagar, Indore",The Cliff Restaurant & Bar,22.752373,75.891541,
94,https://www.zomato.com/indore/mama-loca-new-palasia,"G-1, 6/3, Princess Centre, New Palasia, Indore",Mama Loca,40.71973,-111.83444,"Stuffed Garlic Bread,Margherita Pizza"
95,https://www.zomato.com/indore/egglicious-khajrana,"203 D, Swan Bag Colony, Near Red Mapple Bakery, Indore, HIG-LIG, Indore",Egglicious,0,0,
96,https://www.zomato.com/indore/naan-stop-curry-vijay-nagar,"Plot 17, 4th Floor, P.U. 4 Commercial, Scheme 54, Vijay Nagar, Indore",Naan Stop Curry,28.5929,77.067475,
97,https://www.zomato.com/indore/pizzato-press-complex,"2 & 3, Ayodhyapuri Colony, Near Laurels School, Near Press Complex, Indore",Pizzato,40.71973,-111.83444,
98,https://www.zomato.com/indore/pfj-punjabi-food-junction-old-palasia,"LG-1, Amardarshan, Saket Square, Old Palasia, Indore",PFJ - Punjabi Food Junction,53.707035,-78.565594,
99,https://www.zomato.com/indore/parag-mishthaan-3-sarafa-bazaar,"10, Bada Sarafa, Sarafa Bazaar, Indore",Parag Mishthaan,22.71781,75.85112,
100,https://www.zomato.com/indore/apna-kitchen-hig-lig,"E/82-B, LIG Colony, Near Shefali Jain Hospital, HIG-LIG, Indore",Apna Kitchen,22.73666,75.88564,"Burgers,Pizza Fries,Brownie,Peri Peri Fries,Hot Chocolate,Cold Coffee,Red Velvet Shake"
101,https://www.zomato.com/indore/the-kings-cafe-geeta-bhavan,"43, Geeta Bhavan, Lalaram Nagar, Geeta Bhavan, Indore",The King's Cafe,22.71885,75.88808,
