link,address,name
https://www.zomato.com/indore/chick-n-serve-khajrana,"Scheme 94, Near Khajrana Talab, Ring Road, Khajrana, Indore",Chick N Serve
https://www.zomato.com/indore/pizza-king-vijay-nagar,"1, Maha Ambika Nagar, Behind Mangal City, Vijay Nagar, Indore",Pizza King
https://www.zomato.com/indore/shree-gautam-chinese-old-palasia,"45, Manas Apartment, Shree Nagar Extension, Near Chandralok Square, Anand Bazar, Old Palasia, Indore",Shree Gautam Chinese
https://www.zomato.com/indore/pizza-hut-old-palasia,"UG 7/8, Rafael Tower, Saket Square, Old Palasia, Indore",Pizza Hut
https://www.zomato.com/indore/aahar-the-veg-kitchen-vijay-nagar,"Plot 364, Scheme 54, PU 4, Vijay Nagar, Indore",Aahar - The Veg Kitchen
https://www.zomato.com/indore/sd-21-hotel-somdeep-palace-vijay-nagar,"Hotel Somdeep Palace, MR 10, Vijay Nagar, Indore",SD 21 - Hotel Somdeep Palace
https://www.zomato.com/indore/shiva-chinese-wok-khajrana,"1392, Near Essar Petrol Pump, Kanadiya Road, Khajrana, Indore",Shiva Chinese Wok
https://www.zomato.com/indore/south-avenue-south-tukoganj,"South Tukoganj, Indore",South Avenue
https://www.zomato.com/indore/chick-n-serve-1-vijay-nagar,"4, Scheme 54, Sector P, Rajat Jayanti Complex, Vijay Nagar, Indore",Chick N Serve
https://www.zomato.com/indore/agent-snack-vijay-nagar,"GG 25, Shop 3, Scheme 54, Vijay Nagar, Indore",Agent Snack
https://www.zomato.com/indore/ghazala-restaurant-and-hotel-khajrana,"Shop 2, Nahar Shah Road, Bengali Colony, Khajrana, Indore",Ghazala Restaurant And Hotel
https://www.zomato.com/indore/sagar-kitchen-vijay-nagar,"House 62, MR 4 Road, Mahalaxmi Nagar, Vijay Nagar, Indore",Sagar Kitchen
https://www.zomato.com/indore/mocha-yn-road,"G 1&2, Prakrati Corporate Building, Race Course Area, YN Road, Indore",Mocha
https://www.zomato.com/indore/hidden-kitchen-54-vijay-nagar,"13, Gulab Bagh, Opposite Metro Whole Sale, Dewas Naka, Vijay Nagar, Indore",Hidden Kitchen 54
https://www.zomato.com/indore/dilli-darbar-restaurant-khajrana,"Nahar Shahwali Chaupati, Dargah, Khajrana, Indore",Dilli Darbar Restaurant
https://www.zomato.com/indore/virgin-food-1-vijay-nagar,"Barfani Dham, Vijay Nagar, Indore",Virgin Food
https://www.zomato.com/indore/monster-burger-vijay-nagar,"G.F- 37, Scheme no 54, Vijay Nagar, Indore",Monster Burger
https://www.zomato.com/indore/hotel-zakir-1-khajrana,"156, Khijrabad, Khajrana, Indore",Hotel Zakir
https://www.zomato.com/indore/hotel-apna-avenue-foody-new-palasia,"Hotel Apna Avenue, Janjeer Wala Square, Narayan Kothi, New Palasia, Indore",Hotel Apna Avenue Foody
https://www.zomato.com/indore/ranjeets-kitchen-geeta-bhavan,"G-4, 22/1, TBC Tower, Geeta Bhawan Square, Geeta Bhavan, Indore",Ranjeet's Kitchen
https://www.zomato.com/indore/om-sai-ram-restaurant-vijay-nagar,"Scheme 94, Near Bombay Hospital Square, Vijay Nagar, Indore",Om Sai Ram Restaurant
https://www.zomato.com/indore/rajputana-khana-hig-lig,"100/11, Nanda Nagar, HIG-LIG, Indore",Rajputana Khana
https://www.zomato.com/indore/aromatic-ville-vijay-nagar,"UG 3-4, BCM Heights, Scheme 54, Vijay Nagar, Indore",Aromatic Ville
https://www.zomato.com/indore/nafees-restaurant-old-palasia,"30-B, Apollo Avenue, Opposite Palasia Thana",Nafees Restaurant
https://www.zomato.com/indore/cake-me-away-old-palasia,"145, Mahavir Nagar, Behind Shri Krishna Public School, Tilak Nagar, Old Palasia, Indore",Cake Me Away
https://www.zomato.com/indore/kanha-family-restaurant-vijay-nagar,"Near Bombay Hospital, Vijay Nagar, Indore",Kanha Family Restaurant
https://www.zomato.com/indore/delhi-darbar-old-palasia,"27, Shanti Nagar, Khajrana Road, Old Palasia, Indore",Delhi Darbar
https://www.zomato.com/indore/saju-chefs-biryani-vijay-nagar,"Opposite Metro Tower, Bhagat Singh Market, A B Road, Vijay Nagar, Indore",Saju Chef's Biryani
https://www.zomato.com/indore/cod-come-on-dear-south-tukoganj,"Shop 1, Plot 128, Lower Ground 4, Juhi Plaza, Kanchan Bagh, South Tukoganj, Indore",COD - Come On Dear
https://www.zomato.com/indore/metanoia-cafe-restro-vijay-nagar,"93-PU-4, Scheme 54, Behind C-21 Mall, Vijay Nagar, Indore",Metanoia Cafe Restro
https://www.zomato.com/indore/destiny-cafe-and-restaurant-vijay-nagar,"Shop G-1, Plot 83, Scheme 53, Near Medanta Hospital, Vijay Nagar, Indore",Destiny Cafe And Restaurant
https://www.zomato.com/indore/the-little-spice-vijay-nagar,"GG 25, Scheme 54, Vijay Nagar, Indore",The Little Spice
https://www.zomato.com/indore/daawat-vijay-nagar,"Hotel Silvotel, Plot 15, PU 4, Vijay Nagar, Indore",Daawat
https://www.zomato.com/indore/om-sairam-bhojnalaya-vijay-nagar,"Shop 4, Tal Manjil, B-7, Opposite SR Petrol Pump, Dewas Naka, Lasudia Mori, AB Road, Vijay Nagar, Indore",Om Sairam Bhojnalaya
https://www.zomato.com/indore/dash-parathas-vijay-nagar,"Shop 1, 400 Clerk Colony, MR 9, Vijay Nagar, Indore",Dash Parathas
https://www.zomato.com/indore/kolkata-roll-ridhima-chinese-new-palasia,"UG 4,Silver Arcade,56 Dukan, New Palasia, Indore",Kolkata Roll Ridhima Chinese
https://www.zomato.com/indore/jss-foods-vijay-nagar,"1, Maha Ambika Nagar, Behind Mangal City, Vijay Nagar, Indore",JSS Foods
https://www.zomato.com/indore/top-n-town-yn-road,"14/8, Race Course Road, YN Road, Indore",Top 'N' Town
https://www.zomato.com/indore/old-kolkata-roll-club-new-palasia,"5, Upper Ground, Silver Arcade, 56 Shops, New Palasia, Indore",Old Kolkata Roll Club
https://www.zomato.com/indore/chill-baby-new-palasia,"Shop UG 4 & UG 5, Westend Corporate, New Palasia, Indore",Chill Baby
https://www.zomato.com/indore/indori-thali-namkeens-by-pass-road-north,"108, Sarv Suvidha Nagar, Bicholi Road, Bengali Square, By Pass Road (North), Indore",Indori Thali & Namkeens
https://www.zomato.com/indore/nawabi-adda-veg-non-veg-restaurant-hig-lig,"163, Near Royal Pool Club, Kankad, HIG-LIG, Indore",Nawabi Adda Veg & Non-Veg Restaurant
https://www.zomato.com/indore/mommie-ki-rasoi-khajrana,"Shop 2, Nahar Shah Road, Bengali Colony, Khajrana, Indore",Mommie Ki Rasoi
https://www.zomato.com/indore/mr-singhs-vijay-nagar,"G 1, Princess Residency, Scheme 54, Vijay Nagar, Indore",Mr. Singh's
https://www.zomato.com/indore/indiya-oye-radisson-blu-hotel-vijay-nagar,"Radisson Blu Hotel, 12, Scheme 94 C, Ring Road, Vijay Nagar, Indore",Indiya Oye - Radisson Blu Hotel
https://www.zomato.com/indore/cheese-factory-old-palasia,"LG 6-7-8 Navneet Plaza, Palasia, Indore",Cheese Factory
https://www.zomato.com/indore/sapna-sandwich-khajrana,"394, Goyal Nagar, Pathidhar Complex, Lokhandwala Street, Khajrana, Indore",Sapna Sandwich
https://www.zomato.com/indore/the-burger-house-vijay-nagar,"Princess Residency, Near Bombay Hospital, Vijaynagar, Indore",The Burger House
https://www.zomato.com/indore/jain-shree-kanchan-new-palasia,"Shop 43, 56 Shops, New Palasia, Indore",Jain Shree Kanchan
https://www.zomato.com/indore/hello-momo-new-palasia,"Silver Arcade, Behind 56 Dukaan, New Palasia, Indore",Hello Momo
https://www.zomato.com/indore/cream-centre-1-vijay-nagar,"Plot 93, 95, 96, 105, Mechanic Nagar, Bhamori Square, Vijay Nagar, Indore",Cream Centre
https://www.zomato.com/indore/angaraa-old-palasia,"20/A, The Rooftop, The Mark, Saket Corner, Old Palasia, Indore",Angaraa
https://www.zomato.com/indore/tibbs-frankie-vijay-nagar,"Shekhar Planet, Near Reliance Fresh, Vijay Nagar, Indore",Tibb's Frankie
https://www.zomato.com/indore/shree-vimpys-centre-old-palasia,"Shop G 3, Sona Palace, 15 Baikunth Dham Colony, Khajrana Main Road, Indore",Shree Vimpy's Centre
https://www.zomato.com/indore/changs-legacy-vijay-nagar,"Plot 34, Ground Floor, Scheme 54, Sector G, Vijay Nagar, Indore",Chang's Legacy
https://www.zomato.com/indore/cakes-365-old-palasia,"15/2, Under Ground 1, Anmol Tower, Near Navneet Darshan, Old Palasia, Indore",Cakes 365
https://www.zomato.com/indore/patissez-vijay-nagar,"Flat 2, Plot 306A, Scheme 54, PU 4, AB Road, Vijay Nagar, Indore",Patissez
https://www.zomato.com/indore/yummy-lane-manik-bagh-road,"Shop 2, G Complex, Manik Bagh Road, Indore",Yummy Lane
https://www.zomato.com/indore/madhuram-sweets-new-palasia,"Shop 21/27, Opposite Shops 56, New Palasia, Indore",Madhuram Sweets
https://www.zomato.com/indore/panchavati-gaurav-vijay-nagar,"Malhar Mega Mall, 2nd Floor, Vijay Nagar, Indore",Panchavati Gaurav
https://www.zomato.com/indore/amul-store-old-palasia,"Anand Bazar Square, Near Pooja Doodh Diary Indore, Old Palasia, Indore",Amul Store
https://www.zomato.com/indore/sobbys-cafe-hig-lig,"E-13, HIG Colony, Near LIG Square, HIG-LIG, Indore",Sobby's Cafe
https://www.zomato.com/indore/brajdham-veg-family-restaurant-vijay-nagar,"Scheme 78, Plot 78 D, SL 1, Nai Sadak, Near New Arihant Public School Main Road, Vijay Nagar, Indore",Brajdham Veg Family Restaurant
https://www.zomato.com/indore/dosa-craft-1-new-palasia,"One Centre, 56 Dukan, Palasia, New Palasia, Indore",Dosa Craft
https://www.zomato.com/indore/calypso-vijay-nagar,"C21 Mall, Fourth Floor, Vijay Nagar, Indore",Calypso
https://www.zomato.com/indore/oye-pappe-new-palasia,"One Centre, Opposite 56 Dukan, New Palasia, Indore",Oye Pappe
https://www.zomato.com/indore/food-express-vijay-nagar,"Hotel Mangal Regency, LG-7, Opposite Bombay Hospital, Vijay Nagar, Indore",Food Express
https://www.zomato.com/indore/surprise-indore-mr-10-road,"C 924, Near Old Registrar Office, Sukhlia, MR 10 Road, Indore",Surprise Indore
https://www.zomato.com/indore/nafees-bakers-prime-khajrana,"Near Khajrana Ganesh Mandir, Khajrana",Nafees Bakers Prime
https://www.zomato.com/indore/zubys-fnf-old-palasia,"8, Upper Ground, Navneet Plaza, Near American Optics, Old Palasia, Indore",Zuby's FNF
https://www.zomato.com/indore/bundelkhand-restaurant-vijay-nagar,"42, Ground Floor, Near Uday Palace, Scheme 54, Vijay Nagar, Indore",Bundelkhand Restaurant
https://www.zomato.com/indore/paneer-king-vijay-nagar,"B 21, Rajat Jayanti Complex, Scheme 54, Opposite Kasturi Sabagraha, Vijay Nagar, Indore",Paneer King
https://www.zomato.com/indore/hukum-sarkar-restaurant-vijay-nagar,"137, Beside Anna Convent School, Scheme 78, Part -2, Vijay Nagar, Indore",Hukum Sarkar Restaurant
https://www.zomato.com/indore/22-degree-north-vijay-nagar,"Opposite Marriott Hotel, Scheme 54, Indore, Vijay Nagar, Indore",22 Degree North
https://www.zomato.com/indore/banana-leaf-vijay-nagar,"Second Floor, Malhar Mega Mall, A.B Road, Vijay Nagar, Indore",Banana Leaf
https://www.zomato.com/indore/mp-09-nagpals-chole-bhature-new-palasia,"27/3, Janjeerwala Square, New Palasia, Indore",MP-09 Nagpal's Chole Bhature
https://www.zomato.com/indore/goyal-fruit-juice-centre-new-palasia,"595-596, MG Road, New Palasia, Indore",Goyal Fruit Juice Centre
https://www.zomato.com/indore/babluji-food-under-99-vijay-nagar,"3, AB Road, Opposite Mangal City, Vijay Nagar, Indore",Babluji Food Under 99
https://www.zomato.com/indore/crazy-combos-khajrana,"F2, Suryansh Commercial Corner, Near Ados Pados Apartment, Aashish Nagar, Khajrana, Indore",Crazy Combos
https://www.zomato.com/indore/the-chicken-company-new-palasia,"UG-10, 56 Dukan, One Centre, New Palasia, Indore",The Chicken Company
https://www.zomato.com/indore/dolphin-restaurant-new-palasia,"584, Dolphin Hospital Campus, MG Road, Behind 56 Shops, New Palasia, Indore",Dolphin Restaurant
https://www.zomato.com/indore/the-red-dragon-vijay-nagar,"G/6, Princess Residency, PU 4, Near Bombay Hospital, Vijay Nagar, Indore",The Red Dragon
https://www.zomato.com/indore/hotel-kalinga-south-tukoganj,"11/4, Hotel Kalinga, Nath Mandir Road, South Tukoganj, Indore",Hotel Kalinga
https://www.zomato.com/indore/bittus-dahi-bada-new-palasia,"UG-12, One Center, 56 Dukan Palasia, New Palasia, Indore",Bittu's Dahi Bada
https://www.zomato.com/indore/cup-plate-cafe-restro-hig-lig,"LIG Squre, Opposite Life Line Hospital, HIG-LIG, Indore",Cup Plate Cafe & Restro
https://www.zomato.com/indore/black-pearl-vijay-nagar,"Plot 139, Scheme 78, Part 2, Near Ana Convent School, Vijay Nagar, Indore",Black Pearl
https://www.zomato.com/indore/hotel-om-epic-vijay-nagar,"3CS1, Scheme 78, Aranya, Vijay Nagar, Indore",Hotel Om Epic
https://www.zomato.com/indore/sizzling-barbeque-by-zafri-vijay-nagar,"305, Giriraj Grande, Near Satya Sai, Vijay Nagar, Indore",Sizzling Barbeque by Zafri
https://www.zomato.com/indore/khavaiyye-10-hp-new-palasia,"Shop 56, LG-02, One Centre, New Palasia, Indore",Khavaiyye 10 hp
https://www.zomato.com/indore/dilli-da-roll-vijay-nagar,"Shop 03, Vishnu Anand Apartment, Vijay Nagar, Indore",Dilli Da Roll
https://www.zomato.com/indore/kuber-eats-hig-lig,"401\6, Nehru Nagar, HIG-LIG, Indore",Kuber Eats
https://www.zomato.com/indore/the-cafe-culture-vijay-nagar,"GG 25, Scheme 54, Vijay Nagar, Indore",The Cafe Culture
https://www.zomato.com/indore/new-mahaveer-dairy-old-palasia,"28/2, Saket Chouraha, Old Palasia, Indore",New Mahaveer Dairy
https://www.zomato.com/indore/hotel-afgaan-khajrana,"6, Ashraf Nagar, Shop 1, Khajrana, Indore",Hotel Afgaan
https://www.zomato.com/indore/kava-fairfield-by-marriott-vijay-nagar,"Fairfield By Marriott, Plot 18/C, CA Scheme 94, Ring Road, Vijay Nagar, Indore",Kava - Fairfield by Marriott
https://www.zomato.com/indore/solitaire-restaurant-vijay-nagar,"14, Ground Floor, Scheme 54, Opposite Meghdoot Garden, Vijay Nagar, Indore",Solitaire Restaurant
https://www.zomato.com/indore/shri-agrawal-sweets-old-palasia,"Classic Crown, Old Palasia, Indore",Shri Agrawal Sweets
https://www.zomato.com/indore/tadka-old-palasia,"G-1, Rafael Tower, Old Palasia, Indore",Tadka
https://www.zomato.com/indore/indore-foodies-khajrana,"1st Floor, 19 Ashish Nagar, F2 Suryansh Commercial Corner, In Front of Ados Pados Apartment, Ring Road, Bangali Square, Khajrana, Indore",Indore Foodies
https://www.zomato.com/indore/the-groundbaking-co-vijay-nagar,"BG-294, Scheme 54, Vijay Nagar, Indore",The GroundBaking Co.
https://www.zomato.com/indore/famous-jony-hot-dog-old-palasia,"110, Shree Nagar Main, Anand Bazaar, Old Palasia, Indore",Famous Jony Hot Dog
https://www.zomato.com/mr-tiffins,"Scheme 74C, Vijay Nagar, Indore",Mr. Tiffins
https://www.zomato.com/indore/dq-cafe-press-complex,"5-B, Behind Bhaskar Press, Press Complex, Indore",DQ Cafe
https://www.zomato.com/indore/swaad-delhi-da-vijay-nagar,"CH-118, Scheme 74 C, Opposite Synergy Hospital, Vijay Nagar, Indore",Swaad Delhi Da
https://www.zomato.com/indore/sanu-momos-rolls-vijay-nagar,"A-2, Scheme 54, Rajat Jayanti Complex, Vijay Nagar, Indore",Sanu Momos & Rolls
https://www.zomato.com/indore/ramesh-masala-dosa-new-palasia,"LG 4 & 5, 56 Dukan, One Centre Building, New Palasia, Indore",Ramesh Masala Dosa
https://www.zomato.com/indore/fantasy-old-palasia,"LG 2-3, Navneet Plaza, Old Palasia, Indore",Fantasy
https://www.zomato.com/indore/jain-bhojanalay-vijay-nagar,"UG-5, 64-DF, Scheme 74 C, Malwa Pride Apartment, Vijay Nagar, Indore",Jain Bhojanalay
https://www.zomato.com/indore/saffron-pub-restaurant-vijay-nagar,"Plot 3-F, Scheme 78, Aranya Nagar, Vijay Nagar, Indore",Saffron Pub & Restaurant
https://www.zomato.com/indore/food-land-vijay-nagar,"25 BF, Scheme 54, SICA School, Main Road, Vijay Nagar, Indore",Food Land
https://www.zomato.com/indore/city-heart-family-restaurant-hig-lig,"C-16, HIG Colony, Opposite Christian Eminent School, HIG-LIG, Indore",City Heart Family Restaurant
https://www.zomato.com/indore/shree-tasty-sandwich-centre-yn-road,"27, YN Road, Near Starlight Tower, YN Road, Indore",Shree Tasty Sandwich Centre
https://www.zomato.com/indore/marothiya-pedewala-old-palasia,"G-9, 20-A, The Mark, Old Palasia, Indore",Marothiya Pedewala
https://www.zomato.com/indore/shiva-chinese-wok-south-tukoganj,"27, Sliver Snchora Building, South Tukoganj, Indore",Shiva Chinese Wok
https://www.zomato.com/indore/westeros-vijay-nagar,"328, Mahalaxmi Nagar, Near Bombay Hospital, Vijay Nagar, Indore",Westeros
https://www.zomato.com/indore/jai-mata-di-vada-pav-khajrana,"Infront of One Center, 56 Dukaan, New Palasia, Indore",Jai Mata Di Vada Pav
https://www.zomato.com/indore/tot-treasure-of-taste-hig-lig,"J- 93, MIG Colony, HIG-LIG, Indore",TOT- Treasure of Taste
https://www.zomato.com/indore/the-egg-world-vijay-nagar,"Shop 15-B, Rajat JayantiComplex, Scheme 54, Vijay Nagar, Indore",The Egg World
https://www.zomato.com/indore/mogambo-di-gravity-khajrana,"Shop 7, 1393, Near Essar Petrol Pump, Kanadiya Main Road, Indore",Mogambo Di Gravity
https://www.zomato.com/indore/uspfc-us-pizza-fried-chicken-new-palasia,"13, Lower Ground, Silver Arcade, Opposite Dolphin Hospital, 56 Dukan, New Palasia, Indore",USpFC- Us Pizza & Fried Chicken
https://www.zomato.com/indore/royal-treat-1-vijay-nagar,"Hotel Ambrosia, EA 3, Scheme 54, Opposite Fortune Landmark, Vijay Nagar, Indore",Royal Treat
https://www.zomato.com/indore/chaskaa-restaurant-khajrana,"17, Bengali Colony Road, Chauraha, Khajrana, Indore",Chaskaa Restaurant
https://www.zomato.com/indore/ozone-wine-dine-khajrana,"ED-99, Scheme 94, Ring Road, Khajrana, Indore",Ozone Wine & Dine
https://www.zomato.com/indore/rasgulla-house-geeta-bhavan,"Gita Bhawan Road, Manorama Ganj, Geeta Bhavan, Indore",Rasgulla House
https://www.zomato.com/indore/the-eighteen-fine-dine-lounge-vijay-nagar,"18, 4th Floor, Satyaraj Tower, AB Road, Opposite Malhar Mega Mall, Vijay Nagar, Indore",The Eighteen Fine Dine Lounge
https://www.zomato.com/indore/the-eighteen-fine-dine-lounge-vijay-nagar,"18, 4th Floor, Satyaraj Tower, AB Road, Opposite Malhar Mega Mall, Vijay Nagar, Indore",The Eighteen Fine Dine Lounge
https://www.zomato.com/indore/the-cake-story-old-palasia,"Shop 2, Near Anand Bazaar, Shree Nagar, Old Palasia, Indore",The Cake Story
https://www.zomato.com/indore/ice-cream-hub-vijay-nagar,"14 B, 15 B, Rajat Jayanti Complex, Scheme 54, Vijay Nagar, Indore",Ice Cream Hub
https://www.zomato.com/indore/aroras-central-kitchen-by-pass-road-north,"G-1, 108, Simran Regency, Sarv Suvidha Nagar, Bengali Square, By Pass Road (North), Indore",Arora's Central Kitchen
https://www.zomato.com/indore/anand-sweets-vijay-nagar,"14/26, Opposite Sayaji, Vijay Nagar, Indore",Anand Sweets
https://www.zomato.com/indore/chatkhara-spice-it-up-vijay-nagar,"Scheme 54, Rajat Jayanti Complex, Vijay Nagar, Indore",Chatkhara Spice It Up
https://www.zomato.com/indore/the-city-cafe-vijay-nagar,"Shop 16, Saheed Bhagat Singh Complex, Opposite Mangal City, Vijay Nagar",The City Cafe
https://www.zomato.com/indore/99-paneer-wala-restaurant-hig-lig,"J 120, MIG Colony, HIG-LIG, Indore",99 Paneer Wala Restaurant
https://www.zomato.com/indore/india-junction-south-tukoganj,"102-103, Panama Tower 75, Near South Tukoganj Squre, South Tukoganj, Indore",India Junction
https://www.zomato.com/indore/rasoi-restaurant-vijay-nagar,"18 Suman nagar, behind BCM heights, Indore",Rasoi Restaurant
https://www.zomato.com/indore/ruchi-chinese-point-mr-10-road,"Shop 58, Hiranagar, MR 10 Road, Indore",Ruchi Chinese Point
https://www.zomato.com/indore/kanchan-restaurant-new-palasia,"665/9, Nehru Nagar, Indore",Kanchan Restaurant
https://www.zomato.com/indore/cake-central-by-cakesmiths-alley-khajrana,"Shop 3, Plot 4, Kalpanalok Colony, Ashiana Business Center, Khajrana, Indore",Cake Central By Cakesmith's Alley
https://www.zomato.com/indore/chopstick-city-sayaji-hotel-vijay-nagar,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore",Chopstick City - Sayaji Hotel
https://www.zomato.com/indore/nafees-cakes-grills-old-palasia,"30-B, Apollo Avenue, Old Palasia, Indore",Nafees Cakes & Grills
https://www.zomato.com/indore/riddhi-siddhi-vijay-nagar,"B 6, Rajat Jayanti Complex, Scheme 54, Vijay Nagar, Indore",Riddhi Siddhi
https://www.zomato.com/indore/sanjha-chulha-vijay-nagar,"3, AG 242, Scheme 54, Sukhsagar Apartment, Vijay Nagar, Indore",Sanjha Chulha
https://www.zomato.com/indore/adraq-by-oyo-vijay-nagar,"216, PU-4, Scheme 54, Agra Bombay Road, Vijay Nagar, Indore",Adraq By OYO
https://www.zomato.com/indore/puff-high-vijay-nagar,"13/26, Scheme 54, Vijay Nagar, Indore",Puff & High
https://www.zomato.com/indore/masters-bakery-krozzon-vijay-nagar,"345, PU 4, Scheme 54, Vijay Nagar, Indore",Masters Bakery Krozzon
https://www.zomato.com/indore/vrindavan-restaurant-new-palasia,"19/6, Zanjeerwala Chouraha, New Palasia, Indore",Vrindavan Restaurant
https://www.zomato.com/indore/karnawat-bhojan-prasadi-bhawar-kuan,"01, Bamaru Colony, Joara Compound, Bhawar Kuan, Indore",Karnawat Bhojan Prasadi
https://www.zomato.com/indore/famous-dal-bafle-geeta-bhavan,"6, Rajgarh Kothi, Geeta Bhavan Square, Geeta Bhavan, Indore",Famous Dal Bafale
https://www.zomato.com/indore/amul-vijay-nagar,"Shop 56, Scheme 114, Part 1, Vijay Nagar, Indore",Amul
https://www.zomato.com/indore/roll-point-2-old-palasia,"35 Nagar Nigam Market, Opposite Navneet Plaza, Old Palasia, Indore",Roll Point
https://www.zomato.com/indore/shahi-khaman-jalaram-farsan-jail-road,"17/1, Kachi Mohalla, Jail Road, Indore",Shahi Khaman- Jalaram Farsan
https://www.zomato.com/indore/sharma-namkeen-mithaiyan-vijay-nagar,"Oposite Mangal City Mall, Shahid Sukhdev Parisar, Vijay Nagar, Indore",Sharma Namkeen Mithaiyan
https://www.zomato.com/indore/rewawala-cafe-vijay-nagar,"Shop G1, Plot 1126 H, Scheme 114, Part 1, Vijay Nagar, Indore",Rewawala Cafe
https://www.zomato.com/indore/jumboking-vijay-nagar,"Near C-21 Mall, AB Road, Vijay Nagar, Indore",Jumboking
https://www.zomato.com/indore/100-oaks-vijay-nagar,"229/A, Apollo DB City Road, Tulsi Nagar, Vijay Nagar, Indore",100 Oaks
https://www.zomato.com/indore/wheres-my-burger-vijay-nagar,"Ground Floor, A 3, Scheme 54, Near Hotel Uday Palace, Vijay Nagar, Indore",Where's My Burger
https://www.zomato.com/indore/vrindavan-corn-choupati-new-palasia,"19/6, Zanjeerwala Chouraha, New Palasia, Indore",Vrindavan Corn Choupati
https://www.zomato.com/indore/mosaic-country-inn-suites-by-radisson-vijay-nagar,"Country Inn & Suites by Radisson, 306-B, PU 4, Rasoma Circle, A B Road, Vijay Nagar, Indore",Mosaic - Country Inn & Suites by Radisson
https://www.zomato.com/indore/fagun-restaurant-vijay-nagar,"Lasudia Mori, Dewas Naka, Vijay Nagar, Indore",Fagun Restaurant
https://www.zomato.com/indore/amritsari-tadka-khajrana,"22-A, Sanchar Nagar, Kanadia Road, Indore",Amritsari Tadka
https://www.zomato.com/indore/the-container-cafe-vijay-nagar,"Metro Wholesale Compound, Dewas Naka, Vijay Nagar, Indore",The Container Cafe
https://www.zomato.com/indore/vijayshree-sandwich-vijay-nagar,"B-26, Rajat Jayanti Complex, Scheme 54, Vijay Nagar, Indore",Vijayshree Sandwich
https://www.zomato.com/indore/hungry-bunch-geeta-bhavan,"Shop A\B 1, 38 D, Geet Apartment, Kailashpark Colony, Geeta Bhavan, Indore",Hungry Bunch
https://www.zomato.com/indore/cakes-n-craft-old-palasia,"8, Patrakar Colony, Main Road, Saket, Near ICICI Bank, Old Palasia, Indore",Cakes N' Craft
https://www.zomato.com/indore/singh-sahab-de-roll-old-palasia,"LG 1, 5/2, Navneet Plaza, Old Palasia, Indore",Singh Sahab De Roll
https://www.zomato.com/indore/wood-fired-pizza-vijay-nagar,"Opposite Reliance Ground, Vijay Nagar, Indore",Wood Fired Pizza
https://www.zomato.com/indore/dakshin-cafe-old-palasia,"67/4, Roshan Vila, Kanadia Road, Telephone Chouraha, Old Palasia, Indore",Dakshin Cafe
https://www.zomato.com/indore/tealogy-vijay-nagar,"UG 7, Plot 14, Scheme 54, PU 4, Airen Heights, Vijay Nagar, Indore",Tealogy
https://www.zomato.com/indore/indore-mutton-point-new-palasia,"589, Palasia Square, MG Road, Indore, New Palasia, Indore",Indore Mutton Point
https://www.zomato.com/indore/hotel-shree-leela-khajrana,"AG-1, P Square 1, Goyal Nagar, Bengali Square, Khajrana, Indore",Hotel Shree Leela
https://www.zomato.com/indore/kadhai-indori-restaurant-hig-lig,"6, Bajrang Nagar, HIG-LIG, Indore",Kadhai Indori Restaurant
https://www.zomato.com/indore/agrawal-desi-tadka-vijay-nagar,"78, Bajrang Nagar, Vijay Nagar, Indore",Agrawal Desi Tadka
https://www.zomato.com/indore/jain-mithai-bhandar-uttambhog-vijay-nagar,"33 BF, Scheme 54, Vijay Nagar, Indore",Jain Mithai Bhandar Uttambhog
https://www.zomato.com/indore/khushi-ki-thali-vijay-nagar,"Plot 1133, G-2, Scheme 114, Vijay Nagar, Indore",Khushi Ki Thali
https://www.zomato.com/indore/fresh-serve-dine-cafe-vijay-nagar,"183, Scheme 78, Part 2, Near Kanak Hospital, Vijay Nagar, Indore",Fresh Serve Dine & Cafe
https://www.zomato.com/indore/anmol-family-restaurant-vijay-nagar,"105, Bhamori Near Anoop Talkies, Vijay Nagar, Indore",Anmol Family Restaurant
https://www.zomato.com/indore/chirkut-momos-vijay-nagar,"A-2, Scheme 54, Rajat Jayanti Complex, Vijay Nagar, Indore",Chirkut Momos
https://www.zomato.com/indore/mangosteen-cafe-new-palasia,"4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",Mangosteen Cafe
https://www.zomato.com/indore/cafe-palette-old-palasia,"136, Saket, Old Palasia, Indore",Cafe Palette
https://www.zomato.com/indore/rang-marathi-vijay-nagar,"G 21, Dhan Traden, Near Metro, Vijay Nagar, Indore",Rang Marathi
https://www.zomato.com/indore/khuranas-new-palasia,"Upper Ground 1, Diamond Trade Centre, Diamond Colony, New Palasia, Indore",Khurana's
https://www.zomato.com/indore/nom-nom-chinese-1-vijay-nagar,"Shop 17, Shekhar Planet, Near Reliance Fresh, Vijay Nagar, Indore",Nom! Nom! Chinese
https://www.zomato.com/indore/wah-ji-wah-1-vijay-nagar,"12, Shekhar Planet, Near Reliance Fresh, Vijay Nagar, Indore",Wah Ji Wah
https://www.zomato.com/indore/shubham-chinese-point-mr-10-road,"Khushboo Avenue, Bapat Square, MR 10 Road, Indore",Shubham Chinese Point
